Age,Gender,Ethnicity,Marital Status,Household Size,Spouse,Parent,Friends,Religion,Full Time Employment,Part Time Employment,Retired,Income,US Born,Duration of Residency,Familiarity with America,Language,Satisfaction
72,Female,Chinese,Married,2,Living with spouse,0,0,Buddhist,0,0,Retired,"$70,000 and over",No,30,High,Chinese Traditional,Pretty much
65,Female,Chinese,Single,1,0,0,0,None,0,0,Retired,"$20,000 - $29,999",No,40,Low,Chinese Traditional,Pretty much
65,Male,Chinese,Married,2,Living with spouse,0,0,Protestant,0,0,0,"$50,000 - $59,999",No,33,Low,Chinese Traditional,Pretty much
67,Female,Chinese,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$50,000 - $59,999",No,33,Low,Chinese Traditional,Pretty much
50,Female,Chinese,Married,5,0,0,0,Protestant,0,Employed part time,0,"$70,000 and over",No,30,Very high,Eng_Chinese only,Very much
50,Female,Chinese,Single,2,0,0,0,Protestant,0,0,0,"$70,000 and over",No,50,Very high,Eng_Chinese only,Pretty much
61,Female,Chinese,Married,2,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,31,Very low,Chinese Traditional,Very much
64,Male,Chinese,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$70,000 and over",No,37,High,Chinese Traditional,Pretty much
63,Female,Chinese,Married,2,Living with spouse,0,0,Protestant,0,0,0,"$50,000 - $59,999",No,36,High,Chinese Traditional,Not very much
56,Male,Chinese,Married,3,Living with spouse,0,0,None,0,0,Retired,"$70,000 and over",No,32,High,Chinese Traditional,Pretty much
62,Male,Chinese,Married,2,Living with spouse,0,0,Buddhist,0,0,Retired,"$70,000 and over",No,35,Low,Chinese Traditional,Very much
60,Female,Chinese,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$70,000 and over",No,35,High,Chinese Traditional,Very much
56,Female,Chinese,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,53,Very high,English,Pretty much
50,Female,Chinese,Married,4,0,0,0,None,Employed full time,0,0,"$70,000 and over",No,36,High,Eng_Chinese only,Very much
64,Male,Chinese,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$70,000 and over",No,36,Low,Chinese Traditional,Pretty much
67,Female,Chinese,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$70,000 and over",No,40,High,Chinese Traditional,Pretty much
61,Male,Chinese,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$60,000 - $69,999",No,37,High,Chinese Traditional,Very much
60,Female,Chinese,Married,1,0,0,0,Catholic,Employed full time,0,0,"$60,000 - $69,999",No,37,High,Eng_Chinese only,Pretty much
73,Male,Chinese,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$70,000 and over",No,40,High,Chinese Traditional,Pretty much
67,Female,Chinese,Married,2,Living with spouse,0,0,Buddhist,0,0,Retired,"$70,000 and over",No,40,Low,Eng_Chinese only,Pretty much
76,Male,Chinese,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$70,000 and over",No,42,High,Eng_Chinese only,Very much
83,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,0,0,Retired,"$10,000 - $19,999",No,24,Very high,English,Very much
35,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,High,English,Pretty much
33,Male,Asian Indian,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,10,High,English,Pretty much
35,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,0,0,0,"$70,000 and over",No,6,High,English,Very much
75,Female,Asian Indian,Married,5,Living with spouse,0,0,Hindu,0,0,Retired,"$70,000 and over",No,12,High,English,Very much
74,Female,Asian Indian,Single,6,0,0,0,Hindu,0,0,Retired,"$0 - $9,999",No,17,Low,Gujarati,Very much
41,Female,Asian Indian,Married,4,Living with spouse,Living with parents,0,None,0,0,0,"$70,000 and over",No,19,High,English,Pretty much
75,Male,Asian Indian,Single,2,0,0,0,Hindu,0,0,Retired,"$0 - $9,999",No,0.5,Low,English,Not at all
58,Female,Asian Indian,Married,3,Living with spouse,0,0,Hindu,0,0,0,"$0 - $9,999",No,0.5,Low,English,Very much
32,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,6,Very low,English,Not very much
40,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,Low,English,Pretty much
26,Male,Asian Indian,Single,2,0,Living with parents,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,High,English,Pretty much
26,Female,Asian Indian,Single,2,0,0,Living with friends/roommates,Hindu,Employed full time,0,0,"$0 - $9,999",No,2,Low,English,Pretty much
32,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,8,High,English,Not very much
26,Male,Asian Indian,Living with a partner,2,0,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,10,High,English,Very much
27,Male,Asian Indian,Single,2,0,0,Living with friends/roommates,Hindu,0,0,0,"$50,000 - $59,999",No,2,High,English,Very much
24,Female,Asian Indian,Single,2,0,0,Living with friends/roommates,Hindu,Employed full time,0,0,"$0 - $9,999",No,2,High,English,Very much
33,Female,Asian Indian,Married,4,Living with spouse,0,0,Hindu,0,0,0,"$70,000 and over",No,2,Low,English,Pretty much
35,Female,Asian Indian,Married,5,Living with spouse,0,0,Protestant,0,Employed part time,0,"$70,000 and over",No,13,High,English,Very much
31,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,0.5,Low,English,Not very much
30,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,7,High,English,Very much
25,Male,Asian Indian,Single,2,0,0,Living with friends/roommates,Hindu,Employed full time,0,0,"$70,000 and over",No,2,Very high,English,Very much
21,Female,Asian Indian,Married,2,Living with spouse,0,0,Muslim,Employed full time,0,0,"$70,000 and over",Yes,21,High,English,Pretty much
37,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,Very low,English,Very much
35,Female,Asian Indian,Married,3,Living with spouse,0,0,Hindu,0,0,0,"$70,000 and over",No,2,High,English,Very much
31,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,4,Low,English,Pretty much
18,Female,Asian Indian,Single,5,0,Living with parents,0,Hindu,0,0,0,"$50,000 - $59,999",No,10,Very high,English,Pretty much
26,Male,Asian Indian,Single,2,0,0,Living with friends/roommates,Hindu,0,0,0,"$40,000 - $49,999",No,2,High,English,Pretty much
36,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,4,High,English,Pretty much
32,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,0,Employed part time,0,"$0 - $9,999",No,2,High,English,Pretty much
25,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,4,High,English,Pretty much
25,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,4,High,English,Pretty much
40,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,0.5,Low,English,Very much
53,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,0,0,0,"$70,000 and over",No,23,High,English,Not very much
71,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,0,0,Retired,"$10,000 - $19,999",No,0.5,Low,English,Not very much
25,Female,Asian Indian,Single,2,0,0,Living with friends/roommates,Hindu,Employed full time,0,0,"$70,000 and over",No,1,High,English,Very much
47,Female,Asian Indian,Married,3,Living with spouse,0,0,Hindu,0,0,0,"$70,000 and over",No,1,Low,English,Not very much
61,Female,Asian Indian,Single,2,0,0,0,None,0,0,0,"$50,000 - $59,999",No,32,High,English,Not very much
33,Female,Asian Indian,Married,4,Living with spouse,Living with parents,0,Hindu,Employed full time,0,0,"$70,000 and over",No,5,Very low,English,Pretty much
30,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,4,Low,English,Very much
25,Female,Asian Indian,Single,2,0,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,3,Low,English,Not very much
28,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,High,English,Very much
26,Male,Asian Indian,Married,1,0,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,6,High,English,Pretty much
24,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,0,0,0,"$70,000 and over",No,1,High,English,Very much
32,Male,Asian Indian,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,10,Very high,English,Not very much
27,Female,Asian Indian,Married,1,0,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,6,Low,English,Pretty much
35,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$50,000 - $59,999",No,6,High,English,Pretty much
35,Male,Asian Indian,Married,1,0,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,1,Low,English,Very much
28,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,7,Low,English,Pretty much
31,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$60,000 - $69,999",No,1,High,English,Pretty much
36,Female,Asian Indian,Married,4,Living with spouse,0,0,Hindu,0,0,0,"$70,000 and over",No,1,High,English,Pretty much
24,Female,Asian Indian,Single,2,0,0,Living with friends/roommates,Hindu,Employed full time,0,0,"$70,000 and over",No,1,High,English,Very much
40,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,1,High,English,Pretty much
28,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,0,0,0,"$70,000 and over",No,1,Low,English,Not very much
25,Male,Asian Indian,Single,1,0,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,Low,English,Pretty much
24,Male,Asian Indian,Single,3,0,0,Living with friends/roommates,Hindu,Employed full time,0,0,"$70,000 and over",No,1,High,English,Very much
50,Female,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$50,000 - $59,999",No,18,Very high,English,Pretty much
36,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,Very high,English,Very much
30,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,5,High,English,Very much
27,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,0,0,0,"$70,000 and over",No,1,High,English,Very much
28,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$40,000 - $49,999",No,4,High,English,Pretty much
31,Male,Asian Indian,Married,2,0,0,Living with friends/roommates,Hindu,Employed full time,0,0,"$70,000 and over",No,3,Low,English,Pretty much
28,Male,Asian Indian,Single,3,0,0,0,Hindu,0,0,0,"$70,000 and over",No,1,High,English,Pretty much
27,Male,Asian Indian,Single,2,0,0,Living with friends/roommates,Other,Employed full time,0,0,"$70,000 and over",No,3,Low,English,Pretty much
40,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,Employed full time,0,0,"$60,000 - $69,999",No,8,Low,English,Pretty much
54,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,0,0,Retired,"$50,000 - $59,999",No,1,High,English,Pretty much
56,Female,Asian Indian,Married,4,Living with spouse,0,0,Hindu,0,0,0,"$70,000 and over",No,26,High,English,Pretty much
27,Male,Asian Indian,Single,1,0,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,3,Low,English,Pretty much
26,Male,Asian Indian,Single,2,0,0,Living with friends/roommates,Hindu,Employed full time,0,0,"$70,000 and over",No,3,High,English,Pretty much
33,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$60,000 - $69,999",No,3,Low,English,Very much
25,Male,Asian Indian,Single,1,0,0,0,Hindu,0,Employed part time,0,"$50,000 - $59,999",No,3,Low,English,Not very much
26,Male,Asian Indian,Single,4,0,0,Living with friends/roommates,Hindu,0,0,0,"$60,000 - $69,999",No,3,Low,English,Not very much
34,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,Low,English,Very much
25,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,0,0,0,"$0 - $9,999",No,2,Low,English,Very much
29,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,High,English,Very much
25,Female,Asian Indian,Married,2,Living with spouse,0,0,Other,0,0,0,"$0 - $9,999",No,2,High,English,Pretty much
50,Female,Asian Indian,Living with a partner,3,Living with spouse,0,0,Hindu,0,0,0,"$20,000 - $29,999",No,2,High,Hindi,Very much
38,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,0,Employed part time,0,"$70,000 and over",No,12,High,English,Very much
30,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,8,High,English,Very much
30,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,7,Low,English,Pretty much
40,Female,Asian Indian,Married,4,Living with spouse,Living with parents,0,Hindu,Employed full time,0,0,"$70,000 and over",No,14,High,English,Very much
32,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,3,Low,English,Pretty much
30,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$60,000 - $69,999",No,10,Low,English,Pretty much
37,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,1,High,English,Not very much
32,Male,Asian Indian,Married,8,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,4,High,English,Very much
30,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,1,High,English,Pretty much
28,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,8,High,English,Pretty much
40,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,10,High,English,Very much
33,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,1,High,English,Not very much
31,Female,Asian Indian,Married,3,Living with spouse,0,0,Hindu,0,0,0,"$0 - $9,999",No,1,Low,English,Pretty much
38,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,1,High,English,Pretty much
31,Male,Asian Indian,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,10,High,English,Pretty much
48,Female,Asian Indian,Married,5,Living with spouse,0,0,Hindu,0,Employed part time,0,"$70,000 and over",No,1,High,English,Pretty much
35,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,1,Very high,English,Very much
30,Female,Asian Indian,Married,3,Living with spouse,0,0,Hindu,0,0,0,"$0 - $9,999",No,1,Very low,English,Pretty much
53,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,0,0,0,"$60,000 - $69,999",No,3,High,English,Pretty much
30,Male,Asian Indian,Married,1,0,0,0,None,Employed full time,0,0,"$70,000 and over",No,3,Low,English,Very much
26,Male,Asian Indian,Single,3,0,0,Living with friends/roommates,Hindu,0,0,0,"$0 - $9,999",No,2,High,English,Not at all
25,Male,Asian Indian,Single,4,0,Living with parents,0,Hindu,Employed full time,0,0,"$40,000 - $49,999",No,7,High,English,Very much
25,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$60,000 - $69,999",No,4,Low,English,Not very much
28,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,7,Low,English,Very much
39,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,Low,English,Very much
34,Male,Asian Indian,Married,4,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,4,Very high,English,Very much
19,Male,Asian Indian,Single,3,0,0,Living with friends/roommates,None,0,0,0,"$0 - $9,999",Yes,19,Very high,English,Very much
29,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,5,High,English,Very much
27,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,8,High,English,Very much
35,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,Very high,English,Very much
55,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,18,Very high,English,Very much
30,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,5,High,English,Very much
33,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,High,English,Very much
25,Male,Asian Indian,Living with a partner,4,0,0,Living with friends/roommates,Hindu,0,0,0,"$30,000 - $39,999",No,2,High,English,Pretty much
25,Male,Asian Indian,Single,2,0,0,Living with friends/roommates,Hindu,Employed full time,0,0,"$70,000 and over",No,4,Low,English,Very much
29,Male,Asian Indian,Single,3,0,0,0,Hindu,0,Employed part time,0,"$40,000 - $49,999",No,2,High,English,Very much
34,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,3,High,English,Pretty much
33,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,7,Low,English,Pretty much
26,Female,Asian Indian,Single,2,0,Living with parents,0,Hindu,Employed full time,0,0,"$50,000 - $59,999",Yes,26,Very high,English,Pretty much
36,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,12,High,English,Very much
30,Male,Asian Indian,Single,2,0,0,Living with friends/roommates,Hindu,Employed full time,0,0,"$70,000 and over",No,2,Low,English,Very much
31,Male,Asian Indian,Married,4,0,Living with parents,0,Hindu,Employed full time,0,0,"$10,000 - $19,999",No,2,High,English,Very much
28,Male,Asian Indian,Single,1,0,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,7,High,English,Pretty much
35,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,3,High,English,Pretty much
43,Female,Asian Indian,Married,2,Living with spouse,0,0,Buddhist,0,0,0,"$70,000 and over",No,3,Low,Chinese Simplified,Pretty much
27,Female,Asian Indian,Single,1,0,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,4,Low,English,Pretty much
32,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,3,Low,English,Very much
30,Female,Asian Indian,Married,4,Living with spouse,0,0,Hindu,0,0,0,"$70,000 and over",No,2,Low,English,Pretty much
34,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,Very high,English,Pretty much
30,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,Low,English,Very much
33,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,High,English,Pretty much
28,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$60,000 - $69,999",No,2,High,English,Very much
27,Female,Asian Indian,Married,4,Living with spouse,0,0,Hindu,0,0,0,"$40,000 - $49,999",No,7,Low,English,Very much
41,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,17,High,English,Pretty much
32,Male,Asian Indian,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,3,Low,English,Very much
31,Female,Asian Indian,Married,3,Living with spouse,0,0,Hindu,0,0,0,"$70,000 and over",No,5,High,English,Very much
40,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,6,High,English,Very much
38,Female,Asian Indian,Married,3,0,0,0,Hindu,0,0,0,"$70,000 and over",No,10,Low,English,Pretty much
36,Female,Asian Indian,Single,5,0,0,Living with friends/roommates,Catholic,0,0,0,"$0 - $9,999",Yes,36,Low,English,Pretty much
35,Male,Asian Indian,Single,1,0,0,0,Hindu,0,0,0,"$40,000 - $49,999",No,27,Very high,English,Pretty much
42,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,Low,English,Not very much
59,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,0,0,0,"$0 - $9,999",No,5,Very low,English,Very much
26,Female,Asian Indian,Single,1,0,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,4,Low,English,Pretty much
27,Male,Asian Indian,Single,1,0,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,3,Low,English,Very much
29,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,High,English,Pretty much
35,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,12,Very high,English,Very much
32,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,High,English,Not very much
28,Male,Asian Indian,Single,2,0,0,0,Hindu,Employed full time,0,0,"$60,000 - $69,999",No,5,High,English,Not very much
29,Male,Asian Indian,Married,1,0,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,8,High,English,Pretty much
33,Female,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$60,000 - $69,999",No,2,Low,English,Very much
29,Male,Asian Indian,Living with a partner,2,0,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,7,High,English,Very much
33,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,8,High,English,Pretty much
30,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,Low,English,Pretty much
19,Female,Asian Indian,Single,4,0,Living with parents,0,Hindu,0,0,0,"$70,000 and over",No,18,High,English,Very much
31,Female,Asian Indian,Single,1,0,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,Low,English,Pretty much
38,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,High,English,Not very much
26,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,0,0,0,"$0 - $9,999",No,2,Low,English,Very much
37,Female,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,8,Low,English,Pretty much
37,Female,Asian Indian,Married,3,Living with spouse,0,0,Hindu,0,0,0,"$70,000 and over",No,2,High,English,Very much
61,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,5,Very low,English,Pretty much
77,Female,Asian Indian,Married,1,0,0,0,Hindu,0,0,Retired,"$10,000 - $19,999",No,44,High,English,Pretty much
33,Female,Asian Indian,Married,4,Living with spouse,0,0,Hindu,0,0,0,"$70,000 and over",No,9,Low,English,Very much
19,Male,Asian Indian,Single,3,0,0,Living with friends/roommates,None,0,0,0,"$0 - $9,999",Yes,19,Very high,English,Pretty much
79,Male,Asian Indian,Married,6,Living with spouse,0,0,Hindu,0,0,Retired,"$20,000 - $29,999",No,2,Low,English,Very much
72,Female,Asian Indian,Married,6,0,0,0,Hindu,0,0,Retired,"$20,000 - $29,999",No,2,Low,English,Very much
26,Male,Asian Indian,Single,2,0,0,Living with friends/roommates,Hindu,Employed full time,0,0,"$70,000 and over",No,4,High,English,Very much
32,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,Low,English,Pretty much
39,Male,Asian Indian,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,10,Low,English,Pretty much
26,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,0,0,0,"$70,000 and over",No,2,High,English,Pretty much
30,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,Very high,English,Pretty much
31,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,9,High,English,Pretty much
27,Female,Asian Indian,Married,3,Living with spouse,0,0,Hindu,0,0,0,"$20,000 - $29,999",No,4,High,English,Pretty much
65,Male,Asian Indian,Married,5,0,0,0,Hindu,0,0,Retired,"$0 - $9,999",No,24,Low,English,Pretty much
35,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,6,High,English,Very much
47,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,13,Very high,English,Very much
32,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,3,High,English,Very much
27,Male,Asian Indian,Single,2,0,0,Living with friends/roommates,Hindu,Employed full time,0,0,"$70,000 and over",No,5,Low,English,Pretty much
41,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,3,Very high,English,Very much
29,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$60,000 - $69,999",No,7,High,English,Not very much
29,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,7,Low,English,Pretty much
28,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,0,Employed part time,0,"$10,000 - $19,999",No,3,Low,English,Pretty much
28,Male,Asian Indian,Single,2,0,0,0,Hindu,Employed full time,0,0,"$10,000 - $19,999",No,6,High,English,Pretty much
37,Female,Asian Indian,Married,6,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,17,High,English,Very much
31,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$60,000 - $69,999",No,8,High,English,Very much
28,Male,Asian Indian,Single,1,0,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,6,High,English,Very much
30,Female,Asian Indian,Married,3,Living with spouse,0,0,Hindu,0,0,0,"$70,000 and over",No,3,Low,English,Pretty much
29,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,8,Low,English,Not very much
32,Male,Asian Indian,Married,4,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,3,High,English,Pretty much
29,Female,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,2,Low,English,Very much
29,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,7,Low,English,Pretty much
32,Female,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,3,High,English,Very much
51,Male,Asian Indian,Married,4,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,25,Very high,English,Pretty much
37,Male,Asian Indian,Married,3,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,5,High,English,Pretty much
31,Male,Asian Indian,Married,2,Living with spouse,0,0,Hindu,Employed full time,0,0,"$70,000 and over",No,8,High,English,Pretty much
